path,kind,bytes,codec,container,width,height,r_frame_rate,avg_frame_rate,container_duration_s,decoded_frame_count,pix_fmt
data/stage1/videos/rerecorded/000005.mp4,video,815289,h264,"mov,mp4,m4a,3gp,3g2,mj2",1280,720,10/1,10/1,5.000000,50,yuv420p
data/stage2/images/000001/frame_000000.jpg,image,41118,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000001.jpg,image,69128,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000002.jpg,image,68650,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000003.jpg,image,66923,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000004.jpg,image,62285,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000005.jpg,image,61695,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000006.jpg,image,60566,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000007.jpg,image,63394,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000008.jpg,image,64511,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000009.jpg,image,67728,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000010.jpg,image,59967,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000011.jpg,image,55229,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000012.jpg,image,20376,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000013.jpg,image,53187,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000014.jpg,image,68152,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000015.jpg,image,47781,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000016.jpg,image,52922,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000017.jpg,image,53658,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000018.jpg,image,43313,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000019.jpg,image,46533,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000020.jpg,image,55199,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000021.jpg,image,50049,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000022.jpg,image,54128,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000023.jpg,image,58552,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000024.jpg,image,17908,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000025.jpg,image,47762,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000026.jpg,image,55891,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000027.jpg,image,54446,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000028.jpg,image,55449,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000029.jpg,image,53987,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000030.jpg,image,60180,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000031.jpg,image,49729,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000032.jpg,image,54144,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000033.jpg,image,42460,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000034.jpg,image,52623,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000035.jpg,image,39520,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000036.jpg,image,17904,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000037.jpg,image,52039,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000038.jpg,image,58297,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000039.jpg,image,60082,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000040.jpg,image,60773,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000041.jpg,image,63165,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000042.jpg,image,65073,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000043.jpg,image,64791,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000044.jpg,image,65563,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000045.jpg,image,68956,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000046.jpg,image,67674,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000047.jpg,image,64930,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000048.jpg,image,19009,,jpg,1280,720,,,,,
data/stage2/images/000001/frame_000049.jpg,image,44780,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000000.jpg,image,25863,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000001.jpg,image,39087,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000002.jpg,image,41157,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000003.jpg,image,42071,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000004.jpg,image,42527,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000005.jpg,image,42789,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000006.jpg,image,42973,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000007.jpg,image,40019,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000008.jpg,image,43813,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000009.jpg,image,38954,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000010.jpg,image,38636,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000011.jpg,image,37230,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000012.jpg,image,16419,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000013.jpg,image,27837,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000014.jpg,image,29351,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000015.jpg,image,33959,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000016.jpg,image,35537,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000017.jpg,image,36570,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000018.jpg,image,38379,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000019.jpg,image,39311,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000020.jpg,image,40039,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000021.jpg,image,39585,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000022.jpg,image,40380,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000023.jpg,image,40023,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000024.jpg,image,14630,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000025.jpg,image,29260,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000026.jpg,image,30908,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000027.jpg,image,32713,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000028.jpg,image,34646,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000029.jpg,image,37291,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000030.jpg,image,39035,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000031.jpg,image,39962,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000032.jpg,image,40809,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000033.jpg,image,41508,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000034.jpg,image,40836,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000035.jpg,image,40795,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000036.jpg,image,14503,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000037.jpg,image,32518,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000038.jpg,image,36391,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000039.jpg,image,37005,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000040.jpg,image,39233,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000041.jpg,image,35836,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000042.jpg,image,39175,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000043.jpg,image,35344,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000044.jpg,image,36646,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000045.jpg,image,37859,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000046.jpg,image,38349,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000047.jpg,image,34568,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000048.jpg,image,12986,,jpg,1280,720,,,,,
data/stage2/images/000002/frame_000049.jpg,image,28342,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000000.jpg,image,40407,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000001.jpg,image,69875,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000002.jpg,image,68926,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000003.jpg,image,69091,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000004.jpg,image,68388,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000005.jpg,image,67344,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000006.jpg,image,66348,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000007.jpg,image,67723,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000008.jpg,image,67132,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000009.jpg,image,68675,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000010.jpg,image,67725,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000011.jpg,image,68660,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000012.jpg,image,20713,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000013.jpg,image,53124,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000014.jpg,image,53595,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000015.jpg,image,52214,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000016.jpg,image,52763,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000017.jpg,image,53271,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000018.jpg,image,54539,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000019.jpg,image,57702,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000020.jpg,image,58333,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000021.jpg,image,57234,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000022.jpg,image,62002,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000023.jpg,image,62390,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000024.jpg,image,18587,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000025.jpg,image,53242,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000026.jpg,image,54019,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000027.jpg,image,54795,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000028.jpg,image,52212,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000029.jpg,image,57386,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000030.jpg,image,52878,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000031.jpg,image,51872,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000032.jpg,image,50037,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000033.jpg,image,33864,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000034.jpg,image,38120,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000035.jpg,image,43605,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000036.jpg,image,17068,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000037.jpg,image,42636,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000038.jpg,image,46555,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000039.jpg,image,50092,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000040.jpg,image,48787,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000041.jpg,image,49991,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000042.jpg,image,52279,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000043.jpg,image,54341,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000044.jpg,image,56079,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000045.jpg,image,58675,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000046.jpg,image,59086,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000047.jpg,image,61263,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000048.jpg,image,18782,,jpg,1280,720,,,,,
data/stage2/images/000003/frame_000049.jpg,image,49444,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000000.jpg,image,29870,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000001.jpg,image,49257,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000002.jpg,image,51037,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000003.jpg,image,51715,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000004.jpg,image,51857,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000005.jpg,image,51749,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000006.jpg,image,52411,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000007.jpg,image,52738,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000008.jpg,image,53086,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000009.jpg,image,53042,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000010.jpg,image,53379,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000011.jpg,image,53718,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000012.jpg,image,23926,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000013.jpg,image,41943,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000014.jpg,image,46211,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000015.jpg,image,48327,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000016.jpg,image,50102,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000017.jpg,image,51487,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000018.jpg,image,51324,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000019.jpg,image,51173,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000020.jpg,image,51494,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000021.jpg,image,51594,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000022.jpg,image,51594,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000023.jpg,image,51566,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000024.jpg,image,22189,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000025.jpg,image,35595,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000026.jpg,image,38186,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000027.jpg,image,43150,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000028.jpg,image,43981,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000029.jpg,image,45474,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000030.jpg,image,47115,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000031.jpg,image,48172,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000032.jpg,image,49250,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000033.jpg,image,49328,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000034.jpg,image,49928,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000035.jpg,image,50248,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000036.jpg,image,21663,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000037.jpg,image,43908,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000038.jpg,image,46828,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000039.jpg,image,48257,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000040.jpg,image,49349,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000041.jpg,image,50084,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000042.jpg,image,47514,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000043.jpg,image,58204,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000044.jpg,image,59476,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000045.jpg,image,62094,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000046.jpg,image,62077,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000047.jpg,image,62261,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000048.jpg,image,17299,,jpg,1280,720,,,,,
data/stage2/images/000004/frame_000049.jpg,image,43809,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000000.jpg,image,34077,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000001.jpg,image,50550,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000002.jpg,image,50300,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000003.jpg,image,49766,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000004.jpg,image,49172,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000005.jpg,image,47941,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000006.jpg,image,47214,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000007.jpg,image,47912,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000008.jpg,image,46964,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000009.jpg,image,48884,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000010.jpg,image,49323,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000011.jpg,image,50463,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000012.jpg,image,19900,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000013.jpg,image,38128,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000014.jpg,image,40707,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000015.jpg,image,41273,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000016.jpg,image,43147,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000017.jpg,image,45393,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000018.jpg,image,45737,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000019.jpg,image,47057,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000020.jpg,image,46210,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000021.jpg,image,48253,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000022.jpg,image,47601,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000023.jpg,image,49539,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000024.jpg,image,18825,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000025.jpg,image,41003,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000026.jpg,image,44662,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000027.jpg,image,47254,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000028.jpg,image,44542,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000029.jpg,image,47169,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000030.jpg,image,47225,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000031.jpg,image,49848,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000032.jpg,image,48578,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000033.jpg,image,53335,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000034.jpg,image,54063,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000035.jpg,image,55523,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000036.jpg,image,18952,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000037.jpg,image,48211,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000038.jpg,image,51834,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000039.jpg,image,53637,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000040.jpg,image,53433,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000041.jpg,image,56297,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000042.jpg,image,55294,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000043.jpg,image,58373,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000044.jpg,image,58068,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000045.jpg,image,58831,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000046.jpg,image,57665,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000047.jpg,image,59915,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000048.jpg,image,20243,,jpg,1280,720,,,,,
data/stage2/images/000005/frame_000049.jpg,image,49328,,jpg,1280,720,,,,,
data/stage2/videos/000001.mp4,video,526859,mpeg4,"mov,mp4,m4a,3gp,3g2,mj2",1280,720,10/1,10/1,5.000000,50,yuv420p
data/stage2/videos/000002.mp4,video,286879,mpeg4,"mov,mp4,m4a,3gp,3g2,mj2",1280,720,10/1,10/1,5.000000,50,yuv420p
data/stage2/videos/000003.mp4,video,427410,mpeg4,"mov,mp4,m4a,3gp,3g2,mj2",1280,720,10/1,10/1,5.000000,50,yuv420p
data/stage2/videos/000004.mp4,video,305244,mpeg4,"mov,mp4,m4a,3gp,3g2,mj2",1280,720,10/1,10/1,5.000000,50,yuv420p
data/stage2/videos/000005.mp4,video,363811,mpeg4,"mov,mp4,m4a,3gp,3g2,mj2",1280,720,10/1,10/1,5.000000,50,yuv420p
data/stage3/videos/OPEN_001.mp4,video,37534665,hevc,"mov,mp4,m4a,3gp,3g2,mj2",1164,874,40/1,24000000/50023,2.501150,1200,yuv420p
data/stage3/videos/OPEN_002.mp4,video,37533263,hevc,"mov,mp4,m4a,3gp,3g2,mj2",1164,874,40/1,1441200000/3001381,2.501151,1201,yuv420p
data/stage3/videos/OPEN_003.mp4,video,37468456,hevc,"mov,mp4,m4a,3gp,3g2,mj2",1164,874,40/1,6412500/13399,2.501147,1197,yuv420p
data/stage3/videos/OPEN_004.mp4,video,37403267,hevc,"mov,mp4,m4a,3gp,3g2,mj2",1164,874,40/1,6412500/13399,2.501147,1197,yuv420p
data/stage3/videos/OPEN_005.mp4,video,37521019,hevc,"mov,mp4,m4a,3gp,3g2,mj2",1164,874,40/1,6412500/13399,2.501147,1197,yuv420p
