ID,sample_index,frame_index,time_seconds,accel_label,steer_label
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,19,38,1.9,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,20,40,2.0,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,21,42,2.1,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,22,44,2.2,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,23,46,2.3,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,24,48,2.4,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,25,50,2.5,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,26,52,2.6,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,27,54,2.7,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,28,56,2.8,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,29,58,2.9,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,30,60,3.0,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,31,62,3.1,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,32,64,3.2,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,33,66,3.3,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,34,68,3.4,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,35,70,3.5,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,36,72,3.6,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,37,74,3.7,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,38,76,3.8,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,39,78,3.9,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,40,80,4.0,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,41,82,4.1,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,42,84,4.2,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,43,86,4.3,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,44,88,4.4,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,45,90,4.5,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,46,92,4.6,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,47,94,4.7,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,48,96,4.8,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,49,98,4.9,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,50,100,5.0,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,51,102,5.1,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,52,104,5.2,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,53,106,5.3,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,54,108,5.4,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,55,110,5.5,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,56,112,5.6,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,57,114,5.7,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,58,116,5.8,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,59,118,5.9,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,60,120,6.0,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,61,122,6.1,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,62,124,6.2,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,63,126,6.3,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,64,128,6.4,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,65,130,6.5,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,66,132,6.6,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,67,134,6.7,CONSTANT,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,68,136,6.8,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,69,138,6.9,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,70,140,7.0,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,71,142,7.1,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,72,144,7.2,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,73,146,7.3,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,74,148,7.4,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,75,150,7.5,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,76,152,7.6,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,77,154,7.7,ACCELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,78,156,7.8,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,79,158,7.9,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,80,160,8.0,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,81,162,8.1,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,82,164,8.2,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,83,166,8.3,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,84,168,8.4,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,85,170,8.5,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,86,172,8.6,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,87,174,8.7,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,88,176,8.8,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,89,178,8.9,ACCELERATING,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,90,180,9.0,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,91,182,9.1,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,92,184,9.2,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,93,186,9.3,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,94,188,9.4,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,95,190,9.5,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,96,192,9.6,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,97,194,9.7,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,98,196,9.8,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,99,198,9.9,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,100,200,10.0,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,101,202,10.1,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,102,204,10.2,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,103,206,10.3,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,104,208,10.4,CONSTANT,RIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,105,210,10.5,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,106,212,10.6,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,107,214,10.7,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,108,216,10.8,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,109,218,10.9,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,110,220,11.0,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,111,222,11.1,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,112,224,11.2,CONSTANT,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,113,226,11.3,DECELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,114,228,11.4,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,115,230,11.5,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,116,232,11.6,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,117,234,11.7,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,118,236,11.8,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,119,238,11.9,CONSTANT,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,120,240,12.0,DECELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,121,242,12.1,CONSTANT,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,122,244,12.2,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,123,246,12.3,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,124,248,12.4,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,125,250,12.5,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,126,252,12.6,DECELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,127,254,12.7,CONSTANT,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,128,256,12.8,DECELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,129,258,12.9,CONSTANT,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,130,260,13.0,DECELERATING,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,131,262,13.1,CONSTANT,LEFT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,132,264,13.2,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,133,266,13.3,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,134,268,13.4,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,135,270,13.5,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,136,272,13.6,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,137,274,13.7,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,138,276,13.8,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,139,278,13.9,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,140,280,14.0,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,141,282,14.1,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,142,284,14.2,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,143,286,14.3,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,144,288,14.4,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,145,290,14.5,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,146,292,14.6,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,147,294,14.7,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,148,296,14.8,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,149,298,14.9,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,150,300,15.0,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,151,302,15.1,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,152,304,15.2,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,153,306,15.3,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,154,308,15.4,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,155,310,15.5,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,156,312,15.6,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,157,314,15.7,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,158,316,15.8,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,159,318,15.9,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,160,320,16.0,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,161,322,16.1,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,162,324,16.2,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,163,326,16.3,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,164,328,16.4,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,165,330,16.5,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,166,332,16.6,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,167,334,16.7,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,168,336,16.8,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,169,338,16.9,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,170,340,17.0,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,171,342,17.1,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,172,344,17.2,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,173,346,17.3,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,174,348,17.4,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,175,350,17.5,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,176,352,17.6,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,177,354,17.7,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,178,356,17.8,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,179,358,17.9,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,180,360,18.0,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,181,362,18.1,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,182,364,18.2,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,183,366,18.3,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,184,368,18.4,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,185,370,18.5,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,186,372,18.6,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,187,374,18.7,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,188,376,18.8,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,189,378,18.9,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,190,380,19.0,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,191,382,19.1,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,192,384,19.2,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,193,386,19.3,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,194,388,19.4,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,195,390,19.5,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,196,392,19.6,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,197,394,19.7,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,198,396,19.8,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,199,398,19.9,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,200,400,20.0,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,201,402,20.1,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,202,404,20.2,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,203,406,20.3,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,204,408,20.4,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,205,410,20.5,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,206,412,20.6,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,207,414,20.7,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,208,416,20.8,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,209,418,20.9,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,210,420,21.0,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,211,422,21.1,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,212,424,21.2,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,213,426,21.3,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,214,428,21.4,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,215,430,21.5,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,216,432,21.6,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,217,434,21.7,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,218,436,21.8,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,219,438,21.9,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,220,440,22.0,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,221,442,22.1,ACCELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,222,444,22.2,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,223,446,22.3,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,224,448,22.4,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,225,450,22.5,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,226,452,22.6,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,227,454,22.7,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,228,456,22.8,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,229,458,22.9,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,230,460,23.0,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,231,462,23.1,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,232,464,23.2,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,233,466,23.3,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,234,468,23.4,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,235,470,23.5,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,236,472,23.6,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,237,474,23.7,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,238,476,23.8,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,239,478,23.9,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,240,480,24.0,CONSTANT,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,241,482,24.1,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,242,484,24.2,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,243,486,24.3,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,244,488,24.4,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,245,490,24.5,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,246,492,24.6,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,247,494,24.7,DECELERATING,STRAIGHT
C2K19_b0c9d2329ad1606b_2018-08-02-08-34-47_40,248,496,24.8,DECELERATING,RIGHT
